Date,Open,High,Low,Close,Adj Close,Volume
2017-03-06,1034.500000,1065.310059,1019.099976,1055.089966,1055.089966,316987
2017-03-07,1055.089966,1054.859985,976.869995,1018.440002,1018.440002,531474
2017-03-08,1018.440002,1027.489990,928.330017,948.559998,948.559998,419345
2017-03-09,948.559998,1001.969971,934.679993,986.289978,986.289978,433036
2017-03-10,986.289978,1111.979980,133.029999,915.119995,915.119995,582551
2017-03-11,915.119995,1015.169983,912.250000,979.549988,979.549988,296785
2017-03-12,979.549988,1024.449951,971.609985,1018.419983,1018.419983,240604
2017-03-13,1018.419983,1047.800049,985.400024,1020.320007,1020.320007,349583
2017-03-14,1020.320007,1045.390015,1006.390015,1030.060059,1030.060059,316867
2017-03-15,1030.060059,1035.880005,1014.299988,1031.530029,1031.530029,237983
2017-03-16,1031.530029,1039.239990,903.719971,953.059998,953.059998,755455
2017-03-17,953.059998,983.229980,855.650024,866.390015,866.390015,552845
2017-03-18,866.390015,891.559998,751.969971,784.570007,784.570007,607905
2017-03-19,784.570007,862.840027,776.789978,823.599976,823.599976,365277
2017-03-20,823.599976,861.200012,806.760010,843.159973,843.159973,299162
2017-03-21,843.159973,901.979980,844.979980,895.210022,895.210022,357405
2017-03-22,895.210022,897.469971,791.580017,833.929993,833.929993,363233
2017-03-23,833.929993,848.789978,811.010010,821.400024,821.400024,206638
2017-03-24,821.400024,826.000000,739.039978,751.270020,751.270020,493801
2017-03-25,751.270020,785.070007,706.369995,776.280029,776.280029,371553
2017-03-26,776.280029,813.390015,761.940002,777.599976,777.599976,238048
2017-03-26,777.599976,838.950012,768.210022,831.229980,831.229980,342431
2017-03-27,831.229980,852.049988,813.239990,842.609985,842.609985,344396
2017-03-28,842.609985,853.260010,811.299988,836.049988,836.049988,333785
2017-03-29,836.049988,850.049988,817.140015,839.099976,839.099976,293462
2017-03-30,839.099976,878.510010,823.049988,867.830017,867.830017,353213
2017-03-31,867.830017,885.450012,856.119995,873.750000,873.750000,241763
2017-04-01,873.750000,894.520020,860.640015,890.599976,890.599976,266677
2017-04-02,890.599976,938.440002,889.090027,925.409973,925.409973,369717
2017-04-03,925.409973,939.210022,903.919983,922.229980,922.229980,292101
2017-04-04,922.229980,929.570007,881.229980,905.849976,905.849976,345220
2017-04-05,905.849976,971.460022,908.169983,954.739990,954.739990,424028
2017-04-06,954.739990,976.659973,947.380005,966.130005,966.130005,200168
2017-04-07,966.130005,971.409973,947.609985,958.820007,958.820007,219792
2017-04-08,958.820007,990.049988,953.330017,979.299988,979.299988,162489
2017-04-09,979.299988,986.989990,969.080017,976.630005,976.630005,242607
2017-04-10,976.630005,991.929993,962.299988,981.869995,981.869995,215461
2017-04-11,981.869995,985.559998,964.640015,974.789978,974.789978,250066
2017-04-12,974.789978,977.010010,914.859985,940.289978,940.289978,338129
2017-04-13,940.289978,962.900024,931.500000,947.900024,947.900024,212620
2017-04-14,947.900024,1106.329956,940.020020,947.049988,947.049988,159236
2017-04-15,947.049988,955.340027,935.489990,945.969971,945.969971,118852
2017-04-16,945.969971,959.450012,939.440002,957.409973,957.409973,147824
2017-04-17,957.409973,965.059998,936.380005,939.109985,939.109985,296464
2017-04-18,939.109985,951.260010,930.280029,950.309998,950.309998,263979
2017-04-19,950.309998,972.729980,944.580017,965.570007,965.570007,268960
2017-04-20,965.570007,985.489990,961.130005,979.570007,979.570007,209341
2017-04-21,979.570007,985.349976,953.969971,971.539978,971.539978,203098
2017-04-22,971.539978,983.250000,964.330017,978.849976,978.849976,159322
2017-04-23,978.849976,984.619995,965.140015,981.900024,981.900024,235943
2017-04-24,981.900024,1003.869995,977.909973,1000.140015,1000.140015,242402
2017-04-25,1000.140015,1030.349976,992.030029,1012.520020,1012.520020,326235
2017-04-26,1012.520020,1051.770020,991.650024,1043.599976,1043.599976,382016
2017-04-27,1043.599976,1076.939941,1001.119995,1055.410034,1055.410034,435379
2017-04-28,1055.410034,1061.500000,1032.280029,1051.109985,1051.109985,280929
2017-04-29,1051.109985,1065.630005,1019.719971,1060.160034,1060.160034,292184
2017-04-30,1060.160034,1122.520020,1024.849976,1099.229980,1099.229980,569205
